name,type1,type2,abilities,attack,defense,hp,sp_attack,sp_defense,speed,generation,pokedex_number,2016-11,2016-12,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06
Sigilyph,psychic,flying,"['Wonder Skin ', 'Magic Guard', 'Tinted Lens']",58,80,72,103,80,97,5,561,0.01132,,0.32516,0.3348,0.32878,0.3821,0.33675,0.33403,0.33142,0.38409,0.41602,0.32115,0.36545,0.36939,0.37964,0.44648,0.46545,0.45745,0.37765,0.38337,0.4315,0.4103,0.44534,0.45376,0.43434,0.48415,0.44401,0.40898,0.43215,0.43198,0.37255,0.36119,0.35202,0.38442,0.4022,0.41569,0.46027,0.59444,0.64403,0.41794,0.42675,0.42843,0.46295,0.50272,0.44424,0.40367,0.36264,0.44871,0.46725,0.56344,0.42772,0.4287,0.42646,0.39829,0.27768,0.27626,0.23969,0.27633,0.44092,0.44705,0.36588,0.2016,0.29215,0.33692,0.39472,0.28243,0.41411,0.3171,0.38892,0.24375,0.33226,0.29249,0.35148,0.33008,0.29806,0.34421,0.4021,0.30519,0.30357
Yamask,ghost,,['Mummy'],30,85,38,55,65,30,5,562,0.00023,,0.00549,0.00452,0.00399,0.00274,0.0024,0.00463,0.00444,0.00278,0.0033,0.00257,0.00547,0.00318,0.00272,0.02109,0.00855,0.00834,0.00893,0.0111,0.01252,0.00874,0.00625,0.01027,0.01342,0.01018,0.01171,0.00746,0.01149,0.01543,0.0138,0.01169,0.00861,0.00875,0.00643,0.01037,0.019,0.02499,0.02681,0.0264,0.01639,0.01159,0.00458,0.00989,0.00608,0.01093,0.00757,0.00133,0.0114,0.0234,0.00564,0.00347,0.00837,0.01361,0.02124,0.01156,0.0034,0.0093,0.00285,0.00486,0.00961,,0.00365,0.00381,0.00298,0.00467,0.01662,0.01393,0.02072,0.03747,0.07052,0.07832,0.05515,0.05577,0.04196,0.02769,0.04964,0.01641,0.02779
Cofagrigus,ghost,,['Mummy'],50,145,58,95,105,30,5,563,0.05478,,0.58167,0.70106,0.81662,0.76159,0.71464,0.7345,0.68506,0.76472,0.7538,0.71991,0.73637,0.74392,0.77099,0.8185,0.70942,0.61892,0.66058,0.59423,0.56168,0.55954,0.5676,0.60711,0.51916,0.57146,0.58442,0.65377,0.63757,0.64322,0.63017,0.60557,0.64285,0.7018,0.6848,0.78744,0.66092,0.63798,0.78105,0.71937,0.90455,0.74341,0.64593,0.71454,0.70213,0.71361,0.68667,0.7994,0.62429,0.7829,0.91918,0.78145,0.60989,0.71861,0.71397,0.72735,0.68967,0.67622,0.69461,0.6664,0.84766,0.69053,0.73434,0.65138,0.60729,0.64884,0.69331,0.69416,0.64478,0.70983,0.6185,0.6878,0.7116,0.83632,0.724,0.877,0.63243,0.58577,0.5284
Tirtouga,water,rock,"['Solid Rock', 'Sturdy', 'Swift Swim']",78,103,54,53,45,22,5,564,0.00017,0.00108,0.00178,0.00095,0.00205,0.00119,0.00123,0.00179,0.00123,0.00056,0.00112,0.00133,0.00045,0.00064,0.00306,0.00199,0.00194,0.0008,0.00148,0.00177,0.00041,0.00075,0.00118,0.00077,0.00075,0.00049,0.00204,0.0017,0.00098,0.00125,0.00754,0.00269,0.00202,0.00443,0.00396,0.00251,0.00612,0.00544,0.01629,0.01593,0.00612,0.01167,0.01207,0.00489,0.0053,0.00676,0.00385,0.00265,0.00666,0.00739,0.00506,0.00488,0.01131,0.00841,0.00348,0.00814,0.00798,0.00498,0.0041,0.00874,0.01316,0.004,0.00644,0.00019,0.00179,0.00136,0.00332,0.0037,0.0032,0.00612,0.00547,0.00175,0.00051,0.02091,0.00033,,0.00105,0.00246,
Carracosta,water,rock,"['Solid Rock', 'Sturdy', 'Swift Swim']",108,133,74,83,65,32,5,565,0.16325,0.29892,0.16094,0.13084,0.12943,0.14188,0.09907,0.09748,0.10833,0.11504,0.10449,0.09693,0.09969,0.1097,0.12767,0.13985,0.13429,0.11651,0.12406,0.10621,0.10324,0.11769,0.11972,0.11599,0.13468,0.12799,0.11262,0.1274,0.12636,0.13197,0.13771,0.12392,0.10994,0.13121,0.14279,0.18307,0.28422,0.2037,0.18216,0.20285,0.18144,0.18492,0.21243,0.15028,0.17508,0.16768,0.2604,0.19694,0.21712,0.15694,0.17071,0.21307,0.29753,0.18562,0.21727,0.19584,0.20822,0.14896,0.14323,0.11424,0.12906,0.15167,0.12836,0.12944,0.10022,0.12479,0.14312,0.09859,0.08843,0.0954,0.09014,0.08029,0.12885,0.08044,0.12389,0.14787,0.06513,0.09052,0.08029
Archen,rock,flying,['Defeatist'],112,45,55,74,45,70,5,566,0.00114,0.00098,0.00342,0.00449,0.0026,0.00265,0.00347,0.00515,0.00489,0.00557,0.0032,0.00233,0.00393,0.00331,0.00411,0.0058,0.00307,0.00353,0.00564,0.00347,0.00432,0.00223,0.0015,0.00227,0.00221,0.00264,0.00297,0.00459,0.0025,0.00203,0.00527,0.00379,0.00355,0.00342,0.00551,0.00232,0.00561,0.00689,0.00549,0.00302,0.00391,0.00429,0.00396,0.00966,0.01589,0.00258,0.00321,0.00619,0.00281,0.00534,0.00318,0.00912,0.00294,0.01208,0.00453,0.00781,0.00517,0.00299,0.0041,0.00272,0.00334,0.00126,0.0088,0.00266,0.00875,0.00564,0.00938,0.01464,0.01499,0.01491,0.01735,0.00569,0.00991,0.0118,0.00899,0.00277,0.00998,0.01149,0.00216
Archeops,rock,flying,['Defeatist'],140,65,75,112,65,110,5,567,0.19953,0.32871,0.1932,0.177,0.24077,0.22189,0.1983,0.17639,0.21616,0.22619,0.21064,0.18005,0.16201,0.15023,0.19471,0.18662,0.18877,0.18305,0.19923,0.1645,0.15719,0.1501,0.17115,0.18352,0.18917,0.15523,0.17006,0.17349,0.15684,0.15827,0.16088,0.14453,0.16518,0.17051,0.16204,0.19457,0.23896,0.21725,0.25076,0.2596,0.14729,0.19181,0.17215,0.20804,0.28854,0.20405,0.20088,0.20298,0.22319,0.20277,0.21754,0.16539,0.23071,0.1639,0.18245,0.15091,0.21354,0.2109,0.14965,0.16126,0.17793,0.18348,0.13073,0.14809,0.16008,0.13918,0.17382,0.18694,0.14924,0.15581,0.10522,0.14373,0.24525,0.26197,0.09758,0.15064,0.21458,0.09079,0.15719
Trubbish,poison,,"['Stench', 'Sticky Hold', 'Aftermath']",50,62,50,40,62,65,5,568,0.00023,0.00219,0.00061,0.00227,0.00157,0.00314,0.00201,0.00117,0.00101,0.00456,0.00178,0.00321,0.00276,0.00093,0.00231,0.00132,0.00116,0.00151,0.00162,0.0017,0.00204,0.00399,0.00173,0.00432,0.00288,0.00258,0.00201,0.00165,0.00248,0.00278,0.002,0.00567,0.00296,0.00197,0.00451,0.00247,0.0055,0.00278,0.0094,0.0078,0.00484,0.00583,0.00271,0.00489,0.00439,0.00258,0.00103,0.00088,0.00237,0.00397,0.00463,0.00296,0.00587,0.00413,0.00522,0.00147,0.00281,0.00249,0.00178,0.00155,0.00271,0.00126,0.00601,0.00171,,0.00097,0.00039,0.00212,0.01432,0.00134,0.00943,0.00109,0.00051,0.00241,0.001,0.0108,0.00131,0.00356,0.00031
Garbodor,poison,,"['Stench', 'Weak Armor', 'Aftermath']",95,82,80,60,82,75,5,569,0.11859,0.1366,0.06218,0.04185,0.03505,0.04751,0.04543,0.04569,0.04469,0.04937,0.06167,0.05216,0.0442,0.04724,0.0524,0.06617,0.04966,0.0557,0.06304,0.04698,0.06319,0.06263,0.05364,0.07063,0.05558,0.05387,0.05348,0.05757,0.06381,0.07338,0.06666,0.05605,0.05956,0.073,0.0968,0.10583,0.12592,0.08441,0.18049,0.13806,0.10482,0.07471,0.10075,0.06598,0.07571,0.07039,0.06452,0.08255,0.07992,0.0914,0.04683,0.06798,0.0956,0.0633,0.06163,0.08123,0.1132,0.09067,0.09887,0.04779,0.10379,0.06193,0.09123,0.07671,0.04753,0.03868,0.0696,0.0679,0.03352,0.02849,0.04054,0.02647,0.03151,0.07588,0.05861,0.05178,0.02049,0.04512,0.02749
Zorua,dark,,['Illusion'],65,40,40,80,40,65,5,570,0.00074,,0.00694,0.00409,0.00289,0.00393,0.00445,0.00529,0.00485,0.0044,0.00462,0.00402,0.00707,0.00443,0.00428,0.00658,0.00412,0.00601,0.00747,0.00393,0.00384,0.00368,0.0027,0.00454,0.004,0.0049,0.00378,0.00252,0.00489,0.00332,0.00366,0.00388,0.00207,0.00448,0.00362,0.0057,0.00623,0.00389,0.00475,0.01408,0.00544,0.00689,0.00583,0.00944,0.00484,0.02015,0.02501,0.01769,0.00947,0.0171,0.00723,0.00643,0.00573,0.00657,0.0047,0.00326,0.00399,0.00349,0.01229,0.00525,0.01002,0.00126,0.0058,0.01047,0.00358,0.007,0.00391,0.00176,0.03453,0.0086,0.00226,0.00306,0.00356,0.00295,0.00766,0.00194,0.02154,0.00027,0.00741
Zoroark,dark,,['Illusion'],105,60,60,120,60,105,5,571,0.02673,,0.57346,0.67919,0.70886,0.65305,0.67006,0.63302,0.64619,0.66148,0.65938,0.64701,0.69884,0.68833,0.72796,0.77917,0.79446,0.70513,0.70145,0.673,0.68441,0.73313,0.65722,0.65537,0.68935,0.66895,0.67557,0.70233,0.68359,0.65638,0.60994,0.56191,0.57318,0.7266,0.73523,0.82598,0.85442,0.96108,1.2312,1.14821,0.91364,0.9054,0.83098,0.88914,0.92048,0.85549,0.9345,1.06311,1.24251,0.93273,0.88839,1.00673,0.99127,0.9978,1.03674,1.14214,1.01965,0.97015,1.02829,0.97706,1.15987,0.90793,1.17439,0.8737,0.93281,0.99114,0.98072,1.09979,0.90064,0.93007,0.91908,1.02382,0.93677,0.87949,0.55616,0.73771,0.80236,0.82724,0.82147
Minccino,normal,,"['Cute Charm', 'Technician', 'Skill Link']",50,40,55,40,40,75,5,572,0.00011,,0.00084,0.00127,0.00168,0.00199,0.0025,0.00143,0.00182,0.00173,0.00137,0.00069,0.00229,0.00103,0.00233,0.00166,0.00072,0.00151,0.00105,0.0016,0.00171,0.00117,0.00163,0.00179,0.00226,0.00122,0.00146,0.00245,0.00119,0.0014,0.00169,0.00112,0.00081,0.00225,0.00229,0.00152,0.00249,0.00433,0.00354,0.0114,0.00076,0.00089,0.00104,0.00156,0.00034,0.0016,0.00372,0.00369,0.00104,0.00027,0.00145,0.00475,0.00059,0.00367,0.00192,0.00244,0.00768,0.00531,0.00374,0.00544,0.0048,0.00021,0.00322,0.00114,0.00159,0.00156,0.00137,0.00388,0.0027,0.00019,0.00302,0.00088,0.00152,0.02011,0.02464,0.00111,0.04018,0.00027,
Cinccino,normal,,"['Cute Charm', 'Technician', 'Skill Link']",95,60,75,65,60,115,5,573,0.00978,,0.30926,0.31097,0.36442,0.39544,0.34516,0.33694,0.3624,0.38425,0.33899,0.26308,0.2553,0.29015,0.30468,0.3338,0.3153,0.32133,0.29276,0.27224,0.24178,0.24643,0.25151,0.29087,0.25219,0.24403,0.26236,0.27978,0.26415,0.24452,0.23013,0.24482,0.26886,0.33747,0.34851,0.34001,0.45965,0.36297,0.40481,0.36187,0.33909,0.30015,0.33004,0.29523,0.4012,0.32198,0.28926,0.37383,0.29276,0.40513,0.42324,0.4368,0.53484,0.67641,0.57643,0.61974,0.58179,0.47528,0.56955,0.48416,0.50747,0.43227,0.43039,0.40411,0.40069,0.40859,0.40316,0.38941,0.47129,0.41485,0.29775,0.38481,0.32454,0.3829,0.2934,0.31763,0.29573,0.24503,0.34866
Gothita,psychic,,"['Frisk', 'Competitive', 'Shadow Tag']",30,50,45,55,65,45,5,574,,8e-05,0.00038,0.00075,0.00059,4e-05,0.00049,0.00055,0.00049,0.00083,0.00033,0.00045,0.00042,0.00044,0.0005,0.00013,6e-05,0.00106,0.00046,0.00046,0.00096,0.00023,0.00021,0.00021,0.00022,0.00076,0.00136,0.00147,0.00029,0.00013,0.00015,0.00049,0.00017,0.00041,0.00035,0.00061,0.0001,0.00056,,8e-05,0.00051,0.00032,0.00073,0.00078,0.00011,0.00135,0.00013,0.00044,0.00015,0.00014,0.00173,,0.00162,0.00061,0.0007,0.01335,0.00192,0.00017,0.00018,,,,,,,0.00019,,,,0.00076,0.00113,0.00022,,0.00107,0.001,0.00055,,0.00027,
Gothorita,psychic,,"['Frisk', 'Competitive', 'Shadow Tag']",45,70,60,75,85,55,5,575,0.00046,0.0007,0.00474,0.00285,0.00088,0.00658,0.00724,0.00661,0.00305,0.00245,0.00183,0.00271,0.00104,0.00813,0.0072,0.00627,0.00105,0.00274,0.00558,0.00898,0.0018,0.00213,0.0036,0.00382,0.00137,0.00185,0.00232,0.00257,0.00172,0.00145,0.00264,0.00224,0.00185,0.0008,0.00207,0.00175,0.00197,0.00144,0.00177,0.00302,0.00382,0.00081,0.00156,0.00033,0.0018,,0.00103,0.0031,0.00222,,0.00159,0.00064,0.00308,0.0026,0.00174,0.00098,0.00547,0.00399,,0.00097,0.00084,0.00084,,,0.0002,0.00039,0.00039,0.00141,0.00084,0.00057,0.00189,0.00131,0.00457,0.00215,,0.00443,0.00814,0.00738,0.00957
Gothitelle,psychic,,"['Frisk', 'Competitive', 'Shadow Tag']",55,95,70,95,110,65,5,576,0.0409,0.06363,0.04183,0.04449,0.05009,0.04469,0.04351,0.04531,0.04649,0.05304,0.05953,0.04345,0.05466,0.04922,0.0614,0.05653,0.04656,0.05275,0.04119,0.04125,0.04637,0.04793,0.04125,0.04955,0.03307,0.03728,0.0308,0.0365,0.03885,0.03835,0.0459,0.04738,0.04609,0.04501,0.05085,0.06266,0.06727,0.05787,0.06516,0.06354,0.04757,0.04708,0.06162,0.05076,0.03087,0.05147,0.03412,0.03567,0.05402,0.03448,0.05131,0.04613,0.06652,0.05153,0.04805,0.04102,0.04256,0.05796,0.02726,0.07208,0.033,0.10617,0.0425,0.03008,0.04037,0.03207,0.04673,0.03527,0.02948,0.05162,0.05167,0.04485,0.11869,0.08285,0.05595,0.04901,0.0562,0.03035,0.03613
Solosis,psychic,,"['Overcoat', 'Magic Guard', 'Regenerator']",30,40,45,105,50,20,5,577,0.00091,0.00201,0.00544,0.00653,0.01281,0.00949,0.00623,0.00806,0.00467,0.00657,0.00937,0.008,0.00667,0.00759,0.01473,0.03796,0.03568,0.03707,0.03652,0.0347,0.02004,0.01428,0.01283,0.01492,0.01719,0.01915,0.01087,0.01391,0.02604,0.01365,0.0113,0.01196,0.01556,0.01318,0.02015,0.01959,0.02502,0.02466,0.0161,0.01819,0.01495,0.02917,0.02893,0.01211,0.01735,0.01941,0.01193,0.01415,0.02279,0.01505,0.0159,0.01465,0.01704,0.02309,0.02159,0.0153,0.01448,0.02425,0.01764,0.02487,0.01128,0.04255,0.01524,0.00819,0.01293,0.01477,0.02072,0.02293,0.02527,0.01529,0.02527,0.02538,0.02669,0.04049,0.02265,0.02658,0.03047,0.01258,0.01297
Duosion,psychic,,"['Overcoat', 'Magic Guard', 'Regenerator']",40,50,65,125,60,30,5,578,0.00284,0.00328,0.01116,0.00999,0.00896,0.0087,0.00555,0.00396,0.00494,0.00479,0.00863,0.0034,0.00617,0.00504,0.00645,0.00707,0.00772,0.00617,0.00739,0.00779,0.0068,0.00687,0.00593,0.00723,0.00349,0.00359,0.00403,0.00434,0.00599,0.01011,0.00956,0.01212,0.01746,0.01191,0.01499,0.0071,0.0136,0.00777,0.01331,0.00704,0.00883,0.00429,0.01155,0.00367,0.01228,0.00946,0.00834,0.00427,0.00459,0.0067,0.00304,0.00848,0.00455,0.00428,0.00122,0.01563,0.00813,0.00548,0.00249,0.00194,0.00835,0.00358,0.00601,0.00362,0.01054,0.00156,0.00274,0.00053,0.00219,0.00593,0.00094,0.00263,0.00254,0.01823,,0.00665,0.00552,0.00164,0.00463
Reuniclus,psychic,,"['Overcoat', 'Magic Guard', 'Regenerator']",65,75,110,125,85,30,5,579,0.61828,0.63661,0.62791,0.66402,0.58192,0.596,0.63061,0.7118,0.76746,0.75732,0.71051,0.67248,0.6474,0.69507,0.77363,0.76862,0.81038,0.87304,0.95064,1.12382,1.11957,1.2058,1.22451,1.06156,1.11619,1.1617,1.26265,1.53914,1.31336,1.22398,1.24648,1.57732,1.73896,1.35228,1.29056,1.29563,1.00244,1.22975,1.19443,1.0369,1.17569,1.13708,1.17008,1.19815,1.07416,1.01544,1.17232,1.22673,1.20003,1.26343,1.39893,1.33519,1.16132,1.35711,1.11038,1.37558,1.37757,1.30162,1.19842,1.16902,1.2528,1.43541,1.30812,1.28905,1.2643,1.16181,1.23411,1.15376,1.19911,1.18013,1.10915,1.29618,1.21684,1.35436,1.45,1.62635,1.95954,1.65366,1.7572
Ducklett,water,flying,"['Keen Eye', 'Big Pecks', 'Hydration']",44,50,62,44,50,55,5,580,,,0.00117,0.00239,0.0011,0.00146,0.00114,0.001,0.00254,0.00122,0.00107,0.00183,0.00127,0.0024,0.00267,0.00155,0.00169,0.00361,0.00181,0.00168,0.00274,0.0014,0.00118,0.00208,0.00243,0.00063,0.00424,0.0023,0.00324,0.00167,0.00177,0.00116,0.00185,0.00137,0.0016,0.00152,0.00529,0.00267,0.00475,0.00386,0.00212,0.00227,0.00697,0.00133,0.00045,0.00135,0.0018,0.00899,0.00326,,0.00145,0.00206,0.00059,0.00199,0.00487,0.00147,0.00739,0.00764,0.00053,0.00039,0.00188,0.00253,0.00021,0.00552,,0.00214,0.00215,0.00159,0.00236,0.00191,0.00094,0.00066,0.01067,0.00268,,0.00277,0.00315,0.00109,0.00062
Swanna,water,flying,"['Keen Eye', 'Big Pecks', 'Hydration']",87,63,75,87,63,98,5,581,0.00063,,0.02603,0.04075,0.03897,0.03179,0.03789,0.03644,0.03463,0.04263,0.03564,0.03122,0.04204,0.03543,0.03338,0.04003,0.04238,0.05036,0.04804,0.03742,0.03643,0.03308,0.04112,0.04248,0.0432,0.03393,0.02884,0.04477,0.03231,0.0461,0.03987,0.02368,0.02397,0.03707,0.04456,0.039,0.05398,0.04954,0.0808,0.06798,0.05258,0.04587,0.04184,0.03521,0.03538,0.05442,0.04887,0.03523,0.05358,0.07211,0.05753,0.04459,0.03055,0.0474,0.04074,0.04184,0.03798,0.03986,0.02672,0.0612,0.04657,0.02359,0.04207,0.04778,0.04693,0.03285,0.02542,0.03739,0.04396,0.04665,0.03451,0.03763,0.04651,0.07052,0.0373,0.05068,0.04228,0.03008,0.05651
Vanillite,ice,,"['Ice Body', 'Snow Cloak', 'Weak Armor']",50,50,36,65,60,44,5,582,0.00017,0.00036,0.00183,0.00092,0.00102,0.00155,0.00088,0.00119,0.00074,0.00122,0.00094,0.00133,0.00064,0.00088,0.00117,0.0006,0.00177,0.00061,0.00078,0.00146,0.0012,0.00101,0.00045,0.0012,0.0005,0.00098,0.00174,0.00065,0.00086,0.0006,0.00079,0.00096,0.00079,0.00072,0.00057,0.00137,0.00145,0.00044,0.00168,0.00126,0.00093,0.00024,0.00146,0.00089,0.00135,0.00283,,0.00133,0.0037,0.00041,0.00246,0.00051,,0.00015,0.0007,0.00049,0.00015,0.00249,0.00125,0.00039,0.0023,0.00063,,,0.0004,0.00175,0.00039,0.00035,0.00135,0.00325,,,0.00457,0.0008,0.002,0.00582,0.00184,0.00109,
Vanillish,ice,,"['Ice Body', 'Snow Cloak', 'Weak Armor']",65,65,51,80,75,59,5,583,0.00011,0.00064,0.00122,0.00132,0.00135,0.00141,0.00104,0.00145,0.00123,0.00211,0.00132,0.00074,0.00186,0.00171,0.00078,0.00085,0.00133,0.00191,0.00364,0.00141,0.0007,0.00054,0.00076,0.00131,0.00064,0.00103,0.00115,0.00082,0.00105,0.00053,0.00131,0.00103,0.00106,0.00127,0.00097,0.00178,0.00436,0.00044,0.00158,0.00134,0.00093,0.00081,0.00239,0.00111,0.00101,0.00184,0.00167,0.00015,0.00414,0.00014,0.00318,0.00129,0.00176,0.00168,0.00313,,0.00044,0.0005,0.00125,0.00097,0.00084,0.00021,0.00064,0.00019,0.00099,0.00253,0.00078,0.00035,0.00017,0.00115,0.00019,,0.00025,0.00027,0.00033,0.0072,0.00184,0.00027,
Vanilluxe,ice,,"['Ice Body', 'Snow Warning', 'Weak Armor']",95,85,71,110,95,79,5,584,0.23497,0.2112,0.17013,0.1081,0.10257,0.1266,0.13683,0.0847,0.0923,0.08048,0.09934,0.09686,0.10052,0.13118,0.08247,0.09446,0.08499,0.09387,0.07717,0.0981,0.1068,0.09263,0.07994,0.08896,0.08938,0.08658,0.08099,0.10583,0.11473,0.11453,0.10353,0.11053,0.12087,0.10295,0.11623,0.12911,0.0983,0.10718,0.14018,0.11895,0.10049,0.10397,0.11043,0.11518,0.15897,0.08673,0.08223,0.11984,0.12906,0.11466,0.13226,0.10203,0.14318,0.124,0.11194,0.09702,0.12265,0.16374,0.12168,0.10064,0.1063,0.09627,0.18053,0.15647,0.14158,0.08592,0.11712,0.13104,0.13593,0.11796,0.15444,0.09385,0.10954,0.13487,0.1452,0.16643,0.12528,0.15697,0.09296
Deerling,normal,grass,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",60,50,60,40,50,75,5,585,,,0.00169,0.00101,0.00081,0.00159,0.00104,0.00064,0.00139,0.00056,0.00089,0.00159,0.00207,0.00103,0.00131,0.00311,0.00058,0.00109,0.00057,0.00136,0.00197,0.00052,0.00139,0.00171,0.00176,0.00098,0.00195,0.0017,0.00141,0.00151,0.00275,0.00078,0.00165,0.00098,0.00107,0.00099,0.00073,0.00189,0.01359,0.00218,0.00136,0.00348,0.00208,0.00044,0.00113,0.00098,0.00141,0.00074,0.0003,0.00068,0.00173,0.00077,0.00073,0.00138,0.00296,0.00016,0.00236,,0.00588,0.00136,0.00251,0.00147,,,,0.00019,,,0.00051,0.00057,0.00358,0.00372,0.00508,,,0.00222,0.00289,0.00191,0.00371
Sawsbuck,normal,grass,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",100,70,80,60,70,95,5,586,0.00358,,0.07756,0.10324,0.08888,0.11075,0.0839,0.07197,0.08972,0.11582,0.09086,0.08998,0.16925,0.16431,0.12242,0.13138,0.14207,0.12677,0.11208,0.11611,0.12559,0.11772,0.14454,0.13797,0.1536,0.13302,0.12111,0.12563,0.13893,0.13014,0.13651,0.1582,0.11929,0.12712,0.13685,0.14464,0.17501,0.11929,0.1655,0.15432,0.17515,0.1786,0.12302,0.0973,0.0916,0.11093,0.13892,0.19428,0.11322,0.17623,0.21003,0.16269,0.16844,0.17721,0.13597,0.14179,0.15132,0.139,0.1696,0.11579,0.22575,0.11523,0.11871,0.11421,0.0863,0.09583,0.13452,0.08748,0.14806,0.11184,0.13633,0.11091,0.20281,0.13219,0.04729,0.21572,0.14576,0.12689,0.11674
Emolga,electric,flying,"['Static', 'Motor Drive']",75,60,55,75,60,103,5,587,0.10381,0.25283,0.17956,0.14097,0.12774,0.1179,0.11907,0.08725,0.09553,0.08972,0.08248,0.08872,0.08753,0.09229,0.07841,0.08586,0.08164,0.09679,0.08645,0.09096,0.07136,0.06528,0.0761,0.08771,0.06942,0.06557,0.09223,0.07547,0.07471,0.08712,0.07961,0.08528,0.09216,0.13978,0.11605,0.11346,0.1037,0.08697,0.14819,0.10813,0.10448,0.09951,0.13728,0.08908,0.07042,0.1113,0.09339,0.08063,0.11766,0.09687,0.0675,0.11553,0.13878,0.16574,0.10132,0.0726,0.07019,0.08951,0.06948,0.05654,0.10588,0.10048,0.11162,0.06948,0.07099,0.08358,0.06902,0.08853,0.05878,0.06328,0.08071,0.08072,0.08997,0.10779,0.10191,0.18277,0.09744,0.05305,0.05343
Karrablast,bug,,"['Swarm', 'Shed Skin', 'No Guard']",75,45,50,40,45,60,5,588,,,0.00094,0.0015,0.00198,0.00084,0.00091,0.00157,0.00034,0.00089,0.00091,0.00131,0.00042,0.00037,0.00067,0.00088,0.00058,0.00104,0.0007,0.00056,0.00096,0.00075,0.001,0.00125,0.00075,0.00065,0.00068,0.00082,0.00162,0.00096,0.00052,0.00137,0.00101,0.00321,0.00095,0.00266,0.0026,0.00089,0.00279,0.00754,0.00246,0.00122,0.00083,0.00022,0.00349,0.00037,0.00038,0.00074,0.00133,0.00205,0.00116,0.00026,0.00088,0.00015,0.00818,0.00016,0.00015,0.00133,,0.0033,,0.00232,,,0.0002,0.00019,0.0002,0.00035,0.00219,0.00115,0.00075,,0.00305,0.00054,,0.00166,,0.00164,
Escavalier,bug,steel,"['Swarm', 'Shell Armor', 'Overcoat']",135,105,70,60,105,20,5,589,0.00404,,0.16038,0.13268,0.13374,0.13557,0.1404,0.15879,0.14855,0.17426,0.14834,0.12389,0.14168,0.15096,0.15513,0.18898,0.18309,0.17753,0.1502,0.15584,0.16468,0.15572,0.13817,0.14187,0.13786,0.10649,0.13115,0.15005,0.13738,0.12504,0.1359,0.13485,0.14385,0.16818,0.15687,0.17908,0.25858,0.19293,0.29498,0.23915,0.21329,0.15705,0.27061,0.19949,0.20055,0.17837,0.17535,0.22347,0.16281,0.19429,0.14845,0.1812,0.21543,0.1662,0.17984,0.1387,0.15842,0.14132,0.26099,0.22304,0.21301,0.13967,0.15928,0.13972,0.16922,0.10166,0.09561,0.16684,0.20768,0.18123,0.14275,0.14657,0.15122,0.19091,0.16651,0.11104,0.13447,0.1165,0.13001
Foongus,grass,poison,"['Effect Spore', 'Regenerator']",55,45,69,55,55,15,5,590,,,0.00183,0.00158,0.00055,0.00128,0.00045,0.00124,0.00074,0.00122,0.00117,0.00152,0.0008,0.00228,0.00228,0.00044,0.00188,0.00207,0.00197,0.00168,0.00142,0.00091,0.00173,0.00131,0.0012,0.0015,0.00096,0.00062,0.0015,0.00056,0.00192,0.0006,0.00062,0.00119,0.0013,0.0008,0.00218,0.00355,0.00298,0.00168,0.00051,0.0013,0.00437,0.00067,0.0018,0.0043,0.00231,0.00398,0.00444,0.00711,0.00361,0.01272,0.00117,0.00061,0.00192,0.00553,0.00192,0.01079,0.01799,0.00097,0.00084,,0.00064,0.00076,0.00099,,0.00078,,0.00017,0.00191,,,0.00051,0.00188,0.00067,,0.00026,0.01203,0.00093
Amoonguss,grass,poison,"['Effect Spore', 'Regenerator']",85,70,114,85,80,30,5,591,0.28224,,0.88,1.26761,1.08118,1.07556,1.34327,1.03158,1.07444,1.24331,1.09203,0.96302,1.19192,1.52635,1.66069,1.59668,2.67742,3.43279,3.26329,2.44155,1.35059,1.22869,1.08988,1.06655,1.2146,1.24194,1.32951,1.27549,1.13005,1.25251,1.12174,1.16615,1.12151,1.11369,1.16475,1.17541,1.28739,1.25663,1.32772,1.2892,1.33037,1.32395,1.32016,1.59557,1.60673,1.59036,1.85874,1.95906,1.61104,1.78623,1.65362,1.75181,1.61216,1.70128,1.85917,1.78988,1.84055,1.62594,1.72236,1.50299,1.54225,1.65787,1.65479,1.63605,1.43432,1.37271,1.4441,1.30825,1.23279,1.26176,1.27302,1.53682,1.72386,1.78177,1.77637,1.73296,1.55403,1.71847,1.76462
